WorkDate,Customer,Location,BusinessType,OrderCount,NumberOfPieces,TotalRevenue
2022-08-09,Chipotle,Milwaukee,Final Mile,35,245,3456.78
2022-08-09,Home Depot,San Diego,Final Mile,64,384,5266.85
2022-08-09,Costco,San Diego,First Mile,36,180,3992.43
2022-08-09,Home Depot,Birmingham,Final Mile,23,115,8619.64
2022-08-09,Target,Atlanta,Middle Mile,58,290,2454.49
2022-08-09,Walmart,Chicago,Middle Mile,77,385,9070.77
2022-08-09,Walmart,Milwaukee,Middle Mile,32,160,2491.24
2022-08-09,Walmart,New York,Middle Mile,57,285,1254.95
2022-08-09,Amazon,Sacramento,Final Mile,20,100,2256.02
2022-08-09,Amazon,Tampa Bay,Final Mile,60,300,3345.08
2022-08-09,Target,Milwaukee,Middle Mile,70,350,2459.06
2022-08-09,Amazon,Dallas,Final Mile,65,325,7336.69
2022-08-09,Amazon,Nashville,Final Mile,25,125,2531.28
2022-08-09,Amazon,Birmingham,Final Mile,30,180,2702.11
2022-08-09,Amazon,New York,Final Mile,26,130,3022.83
2022-08-09,Amazon,Houston,Final Mile,33,165,889.27
2022-08-09,Amazon,San Diego,Final Mile,66,396,2658.38
2022-08-09,Home Depot,Nashville,Final Mile,79,395,10759.09
2022-08-09,Amazon,Minneapolis,Final Mile,45,225,4628.82
2022-08-09,Target,San Francisco,Middle Mile,36,216,2183.1
2022-08-09,Amazon,Chicago,Final Mile,62,310,3400.36
2022-08-09,Target,Tampa Bay,Middle Mile,36,144,590.02
2022-08-09,Costco,Nashville,First Mile,23,92,2882.4
2022-08-09,Costco,Dallas,First Mile,22,110,2365.02
2022-08-09,Costco,Minneapolis,First Mile,29,145,5726.53
2022-08-09,Costco,Houston,First Mile,17,85,1197.37
2022-08-09,Target,Detroit,Middle Mile,56,280,1462.33
2022-08-09,Costco,Los Angeles,First Mile,26,130,3006.31
2022-08-09,Costco,Sacramento,First Mile,17,85,1359.47
2022-08-09,Costco,Chicago,First Mile,13,65,2465.87
2022-08-09,Costco,San Francisco,First Mile,19,95,3379.48
2022-08-09,Costco,Miami,First Mile,32,192,6497.26
2022-08-09,Costco,Atlanta,First Mile,36,180,6391.5
2022-08-09,Target,Dallas,Middle Mile,60,300,2303.27
2022-08-09,Target,Los Angeles,Middle Mile,35,175,2560.98
2022-08-09,Target,Sacramento,Middle Mile,63,315,2410.12
2022-08-09,Costco,Milwaukee,First Mile,15,75,832.63
2022-08-10,Chick-Fil-A,Tampa Bay,Final Mile,24,120,1194.75
2022-08-10,Home Goods,Chicago,Middle Mile,15,75,983.01
2022-08-10,Home Goods,Tampa Bay,Middle Mile,16,80,670.0
2022-08-10,Home Goods,Sacramento,Middle Mile,28,112,474.12
2022-08-10,Home Goods,Miami,Middle Mile,23,115,1367.04
2022-08-10,Home Depot,Sacramento,Final Mile,27,135,6107.76
2022-08-10,T.J. Maxx,Los Angeles,Middle Mile,34,170,831.16
2022-08-10,Home Depot,Seattle,Final Mile,11,55,1904.83
2022-08-10,Home Depot,San Francisco,Final Mile,22,66,4766.89
2022-08-10,Home Depot,Houston,Final Mile,39,195,8994.36
2022-08-10,Home Depot,Los Angeles,Final Mile,37,148,9644.45
2022-08-10,Chipotle,Chicago,Final Mile,37,185,2579.75
2022-08-10,Home Goods,San Francisco,Middle Mile,27,135,952.78
2022-08-10,Chipotle,San Francisco,Final Mile,25,125,908.26
2022-08-10,Shein,Chicago,Middle Mile,21,105,1423.14
2022-08-10,Lowes,Detroit,Final Mile,10,50,409.22
2022-08-10,Home Depot,Dallas,Final Mile,31,155,3109.58
2022-08-10,Starbucks,Sacramento,Middle Mile,12,60,515.74
2022-08-10,Starbucks,Milwaukee,Middle Mile,25,125,1081.32
2022-08-10,Starbucks,San Diego,Middle Mile,28,140,2455.1
2022-08-10,Starbucks,Detroit,Middle Mile,10,50,810.52
2022-08-10,Starbucks,Birmingham,Middle Mile,29,174,1685.94
2022-08-10,Chipotle,Miami,Final Mile,9,45,755.97
2022-08-10,Starbucks,Seattle,Middle Mile,30,150,2284.69
2022-08-10,Shein,Detroit,Middle Mile,21,126,1003.2
2022-08-10,Shein,Sacramento,Middle Mile,12,60,599.44
2022-08-10,Shein,Los Angeles,Middle Mile,8,40,260.2
2022-08-10,Shein,New York,Middle Mile,14,70,1387.72
2022-08-10,Shein,Tampa Bay,Middle Mile,28,168,3860.39
2022-08-10,Lowes,Sacramento,Final Mile,18,72,2961.35
2022-08-10,Starbucks,Houston,Middle Mile,27,108,1127.98
2022-08-10,Home Depot,San Diego,Final Mile,32,160,2194.52
2022-08-10,Costco,Birmingham,First Mile,5,25,390.4
2022-08-10,Costco,Nashville,First Mile,11,55,1723.17
2022-08-10,Amazon,Chicago,Final Mile,31,186,2040.21
2022-08-10,Home Depot,Birmingham,Final Mile,11,55,4122.43
2022-08-10,Amazon,San Francisco,Final Mile,22,110,551.26
2022-08-10,Amazon,Los Angeles,Final Mile,25,125,2147.43
2022-08-10,Amazon,San Diego,Final Mile,33,132,886.13
2022-08-10,Amazon,Houston,Final Mile,16,96,517.4
2022-08-10,Amazon,New York,Final Mile,13,65,1511.42
2022-08-10,Amazon,Birmingham,Final Mile,15,75,1125.88
2022-08-10,Amazon,Nashville,Final Mile,12,60,1215.01
2022-08-10,Amazon,Minneapolis,Final Mile,22,88,1810.38
2022-08-10,Amazon,Dallas,Final Mile,32,192,4334.29
2022-08-10,Amazon,Tampa Bay,Final Mile,30,150,1672.54
2022-08-10,Amazon,Sacramento,Final Mile,10,60,1353.61
2022-08-10,Walmart,New York,Middle Mile,28,140,616.47
2022-08-10,Walmart,Milwaukee,Middle Mile,16,80,1245.62
2022-08-10,Amazon,Atlanta,Final Mile,33,165,3715.31
2022-08-10,Target,Atlanta,Middle Mile,29,145,1227.25
2022-08-10,Walmart,Chicago,Middle Mile,38,190,4476.48
2022-08-10,Costco,Minneapolis,First Mile,14,70,2764.53
2022-08-10,Costco,Chicago,First Mile,6,30,1138.09
2022-08-10,Costco,Los Angeles,First Mile,13,65,1503.16
2022-08-10,Costco,Sacramento,First Mile,8,40,639.75
2022-08-10,Costco,San Francisco,First Mile,9,45,1600.81
2022-08-10,Costco,Detroit,First Mile,6,30,626.52
2022-08-10,Target,Los Angeles,Middle Mile,17,85,1243.9
2022-08-10,Target,Chicago,Middle Mile,39,273,3281.62
2022-08-10,Target,Sacramento,Middle Mile,31,155,1185.93
2022-08-10,Target,Nashville,Middle Mile,32,224,2768.02
2022-08-10,Target,Tampa Bay,Middle Mile,18,72,295.01
2022-08-10,Target,Dallas,Middle Mile,30,180,1381.96
2022-08-10,Target,San Francisco,Middle Mile,18,90,909.62
2022-08-11,Home Goods,Houston,Middle Mile,18,90,1297.69
2022-08-11,Home Goods,New York,Middle Mile,11,66,1196.9
2022-08-11,Home Goods,Tampa Bay,Middle Mile,16,80,670.0
2022-08-11,Home Goods,San Francisco,Middle Mile,27,162,1143.34
2022-08-11,Home Depot,Chicago,Final Mile,35,175,12772.33
2022-08-11,Home Depot,Atlanta,Final Mile,35,175,8009.95
2022-08-11,Home Depot,Los Angeles,Final Mile,37,185,12055.57
2022-08-11,Home Depot,Dallas,Final Mile,31,155,3109.58
2022-08-11,Home Depot,San Diego,Final Mile,32,160,2194.52
2022-08-11,Chick-Fil-A,Tampa Bay,Final Mile,24,120,1194.75
2022-08-11,Home Depot,Houston,Final Mile,39,195,8994.36
2022-08-11,Chick-Fil-A,Houston,Final Mile,25,100,1404.69
2022-08-11,Shein,Milwaukee,Middle Mile,28,140,3231.0
2022-08-11,Chipotle,Seattle,Final Mile,35,175,848.77
2022-08-11,Chipotle,Detroit,Final Mile,12,60,262.39
2022-08-11,Chipotle,Miami,Final Mile,9,45,755.97
2022-08-11,Shein,Tampa Bay,Middle Mile,28,140,3216.99
2022-08-11,Shein,Chicago,Middle Mile,21,105,1423.14
2022-08-11,Shein,Detroit,Middle Mile,21,105,836.0
2022-08-11,Starbucks,San Francisco,Middle Mile,28,140,995.97
2022-08-11,Starbucks,New York,Middle Mile,23,115,708.83
2022-08-11,Starbucks,Nashville,Middle Mile,28,140,2149.07
2022-08-11,Starbucks,Birmingham,Middle Mile,29,145,1404.95
2022-08-11,Starbucks,Atlanta,Middle Mile,10,50,746.08
2022-08-11,Starbucks,San Diego,Middle Mile,28,140,2455.1
2022-08-11,Chick-Fil-A,Los Angeles,Final Mile,15,75,1124.07
2022-08-11,Home Depot,Birmingham,Final Mile,11,33,2473.46
2022-08-11,Costco,Houston,First Mile,8,48,676.16
2022-08-11,Costco,Dallas,First Mile,11,44,946.01
2022-08-11,Costco,Seattle,First Mile,11,66,1422.6
2022-08-11,Amazon,Chicago,Final Mile,31,155,1700.18
2022-08-11,Amazon,Atlanta,Final Mile,33,165,3715.31
2022-08-11,Amazon,San Francisco,Final Mile,22,110,551.26
2022-08-11,Amazon,Los Angeles,Final Mile,25,125,2147.43
2022-08-11,Amazon,Houston,Final Mile,16,80,431.16
2022-08-11,Amazon,Birmingham,Final Mile,15,105,1576.23
2022-08-11,Amazon,Nashville,Final Mile,12,60,1215.01
2022-08-11,Amazon,Minneapolis,Final Mile,22,132,2715.57
2022-08-11,Amazon,Dallas,Final Mile,32,160,3611.91
2022-08-11,Amazon,Tampa Bay,Final Mile,30,150,1672.54
2022-08-11,Amazon,Sacramento,Final Mile,10,40,902.41
2022-08-11,Amazon,New York,Final Mile,13,65,1511.42
2022-08-11,Walmart,Milwaukee,Middle Mile,16,80,1245.62
2022-08-11,Costco,Chicago,First Mile,6,36,1365.71
2022-08-11,Walmart,New York,Middle Mile,28,140,616.47
2022-08-11,Costco,Los Angeles,First Mile,13,65,1503.16
2022-08-11,Costco,Milwaukee,First Mile,7,28,310.85
2022-08-11,Target,Chicago,Middle Mile,39,195,2344.02
2022-08-11,Target,Sacramento,Middle Mile,31,155,1185.93
2022-08-11,Costco,Atlanta,First Mile,18,108,3834.9
2022-08-11,Target,Nashville,Middle Mile,32,160,1977.16
2022-08-11,Target,Detroit,Middle Mile,28,140,731.16
2022-08-11,Target,San Francisco,Middle Mile,18,108,1091.55
2022-08-11,Target,Milwaukee,Middle Mile,35,175,1229.53
2022-08-11,Target,Atlanta,Middle Mile,29,116,981.8
2022-08-12,Home Goods,Detroit,Middle Mile,32,160,1035.59
2022-08-12,Chick-Fil-A,Houston,Final Mile,25,125,1755.86
2022-08-12,Home Goods,Houston,Middle Mile,18,72,1038.15
2022-08-12,Home Goods,New York,Middle Mile,11,55,997.42
2022-08-12,Chick-Fil-A,Los Angeles,Final Mile,15,75,1124.07
2022-08-12,Home Goods,Chicago,Middle Mile,15,75,983.01
2022-08-12,Home Depot,San Francisco,Final Mile,22,88,6355.86
2022-08-12,T.J. Maxx,Los Angeles,Middle Mile,34,170,831.16
2022-08-12,T.J. Maxx,Seattle,Middle Mile,15,75,760.53
2022-08-12,Home Depot,Seattle,Final Mile,11,55,1904.83
2022-08-12,Home Depot,Atlanta,Final Mile,35,175,8009.95
2022-08-12,Chipotle,Dallas,Final Mile,15,75,1019.94
2022-08-12,Home Goods,San Francisco,Middle Mile,27,135,952.78
2022-08-12,Chipotle,Chicago,Final Mile,37,185,2579.75
2022-08-12,Starbucks,Tampa Bay,Middle Mile,13,65,281.53
2022-08-12,Lowes,Milwaukee,Final Mile,7,28,840.73
2022-08-12,Lowes,Chicago,Final Mile,20,100,5199.74
2022-08-12,Lowes,Sacramento,Final Mile,18,108,4442.03
2022-08-12,Shein,Houston,Middle Mile,10,50,558.26
2022-08-12,Shein,Tampa Bay,Middle Mile,28,140,3216.99
2022-08-12,Shein,Detroit,Middle Mile,21,105,836.0
2022-08-12,Starbucks,San Francisco,Middle Mile,28,140,995.97
2022-08-12,Starbucks,Chicago,Middle Mile,30,150,2415.67
2022-08-12,Starbucks,New York,Middle Mile,23,115,708.83
2022-08-12,Starbucks,Atlanta,Middle Mile,10,50,746.08
2022-08-12,Starbucks,Miami,Middle Mile,29,145,630.32
2022-08-12,Starbucks,San Diego,Middle Mile,28,140,2455.1
2022-08-12,Starbucks,Milwaukee,Middle Mile,25,150,1297.59
2022-08-12,Starbucks,Los Angeles,Middle Mile,31,186,2855.25
2022-08-12,Chipotle,Miami,Final Mile,9,45,755.97
2022-08-12,Home Depot,Miami,Final Mile,14,70,2909.67
2022-08-12,Home Depot,Detroit,Final Mile,33,165,6529.96
2022-08-12,Home Depot,Milwaukee,Final Mile,16,80,2885.41
2022-08-12,Home Depot,Dallas,Final Mile,31,124,2487.66
2022-08-12,Amazon,Chicago,Final Mile,31,124,1360.14
2022-08-12,Amazon,Atlanta,Final Mile,33,165,3715.31
2022-08-12,Amazon,San Francisco,Final Mile,22,110,551.26
2022-08-12,Amazon,Los Angeles,Final Mile,25,125,2147.43
2022-08-12,Amazon,San Diego,Final Mile,33,231,1550.72
2022-08-12,Amazon,Houston,Final Mile,16,80,431.16
2022-08-12,Amazon,New York,Final Mile,13,65,1511.42
2022-08-12,Amazon,Birmingham,Final Mile,15,75,1125.88
2022-08-12,Amazon,Minneapolis,Final Mile,22,88,1810.38
2022-08-12,Amazon,Dallas,Final Mile,32,192,4334.29
2022-08-12,Amazon,Tampa Bay,Final Mile,30,180,2007.05
2022-08-12,Amazon,Sacramento,Final Mile,10,30,676.81
2022-08-12,Walmart,New York,Middle Mile,28,140,616.47
2022-08-12,Walmart,Milwaukee,Middle Mile,16,96,1494.75
2022-08-12,Amazon,Nashville,Final Mile,12,48,972.01
2022-08-12,Target,Detroit,Middle Mile,28,168,877.4
2022-08-12,Target,San Francisco,Middle Mile,18,90,909.62
2022-08-12,Costco,Seattle,First Mile,11,44,948.4
2022-08-12,Costco,Birmingham,First Mile,5,20,312.32
2022-08-12,Costco,Houston,First Mile,8,40,563.47
2022-08-12,Costco,Chicago,First Mile,6,24,910.47
2022-08-12,Costco,San Francisco,First Mile,9,45,1600.81
2022-08-12,Costco,Miami,First Mile,16,80,2707.19
2022-08-12,Home Depot,Tampa Bay,Final Mile,18,90,6566.95
2022-08-12,Target,Dallas,Middle Mile,30,150,1151.64
2022-08-12,Target,Seattle,Middle Mile,21,105,2613.54
2022-08-12,Target,Chicago,Middle Mile,39,195,2344.02
2022-08-12,Target,Sacramento,Middle Mile,31,155,1185.93
2022-08-12,Target,Nashville,Middle Mile,32,160,1977.16
2022-08-12,Costco,Atlanta,First Mile,18,90,3195.75
2022-08-13,Home Goods,Los Angeles,Middle Mile,9,54,546.85
2022-08-13,Home Goods,Chicago,Middle Mile,6,30,393.2
2022-08-13,Home Goods,Tampa Bay,Middle Mile,6,30,251.25
2022-08-13,Home Goods,Miami,Middle Mile,9,36,427.94
2022-08-13,Home Goods,San Francisco,Middle Mile,10,50,352.88
2022-08-13,T.J. Maxx,Los Angeles,Middle Mile,13,65,317.8
2022-08-13,Home Depot,Atlanta,Final Mile,14,70,3203.98
2022-08-13,Home Depot,San Francisco,Final Mile,9,45,3250.15
2022-08-13,Home Depot,Detroit,Final Mile,13,78,3086.89
2022-08-13,Home Depot,Chicago,Final Mile,14,70,5108.93
2022-08-13,Home Depot,Miami,Final Mile,5,25,1039.17
2022-08-13,Home Goods,Houston,Middle Mile,7,35,504.66
2022-08-13,Home Depot,Seattle,Final Mile,4,20,692.67
2022-08-13,Chick-Fil-A,Houston,Final Mile,10,60,842.81
2022-08-13,Home Depot,Sacramento,Final Mile,10,50,2262.13
2022-08-13,Chipotle,New York,Final Mile,11,55,726.24
2022-08-13,Lowes,Detroit,Final Mile,4,20,163.69
2022-08-13,Lowes,Chicago,Final Mile,8,40,2079.9
2022-08-13,Shein,Sacramento,Middle Mile,5,25,249.76
2022-08-13,Shein,Chicago,Middle Mile,8,32,433.72
2022-08-13,Shein,Nashville,Middle Mile,8,40,867.68
2022-08-13,Starbucks,San Francisco,Middle Mile,11,66,469.53
2022-08-13,Starbucks,New York,Middle Mile,9,45,277.37
2022-08-13,Starbucks,Nashville,Middle Mile,11,55,844.28
2022-08-13,Starbucks,Birmingham,Middle Mile,11,55,532.91
2022-08-13,Starbucks,Detroit,Middle Mile,4,28,453.89
2022-08-13,Starbucks,Tampa Bay,Middle Mile,5,25,108.28
2022-08-13,Starbucks,Milwaukee,Middle Mile,10,40,346.02
2022-08-13,Starbucks,Los Angeles,Middle Mile,12,60,921.05
2022-08-13,Chipotle,Houston,Final Mile,10,50,752.91
2022-08-13,Home Depot,Dallas,Final Mile,12,60,1203.71
2022-08-13,Walmart,Chicago,Middle Mile,15,75,1767.03
2022-08-13,Costco,Detroit,First Mile,2,14,292.37
2022-08-13,Amazon,Atlanta,Final Mile,13,65,1463.61
2022-08-13,Amazon,San Francisco,Final Mile,8,40,200.46
2022-08-13,Amazon,Los Angeles,Final Mile,10,50,858.97
2022-08-13,Amazon,San Diego,Final Mile,13,65,436.35
2022-08-13,Amazon,Houston,Final Mile,6,36,194.02
2022-08-13,Amazon,New York,Final Mile,5,20,465.05
2022-08-13,Amazon,Birmingham,Final Mile,6,18,270.21
2022-08-13,Amazon,Nashville,Final Mile,5,30,607.51
2022-08-13,Amazon,Minneapolis,Final Mile,9,45,925.76
2022-08-13,Amazon,Dallas,Final Mile,13,65,1467.34
2022-08-13,Amazon,Tampa Bay,Final Mile,12,48,535.21
2022-08-13,Amazon,Sacramento,Final Mile,4,20,451.2
2022-08-13,Walmart,New York,Middle Mile,11,66,290.62
2022-08-13,Walmart,Milwaukee,Middle Mile,6,30,467.11
2022-08-13,Amazon,Chicago,Final Mile,12,48,526.51
2022-08-13,Target,Atlanta,Middle Mile,11,44,372.41
2022-08-13,Home Depot,Nashville,Final Mile,15,60,1634.29
2022-08-13,Costco,Dallas,First Mile,4,20,430.0
2022-08-13,Costco,San Diego,First Mile,7,35,776.31
2022-08-13,Costco,Birmingham,First Mile,2,10,156.16
2022-08-13,Costco,New York,First Mile,5,25,371.39
2022-08-13,Costco,Milwaukee,First Mile,3,18,199.83
2022-08-13,Costco,Chicago,First Mile,2,10,379.36
2022-08-13,Target,Los Angeles,Middle Mile,7,35,512.2
2022-08-13,Target,Seattle,Middle Mile,8,40,995.63
2022-08-13,Target,Chicago,Middle Mile,15,75,901.55
2022-08-13,Target,Nashville,Middle Mile,12,60,741.44
2022-08-13,Target,Milwaukee,Middle Mile,14,70,491.81
2022-08-13,Costco,Atlanta,First Mile,7,35,1242.79
2022-08-14,Home Goods,New York,Middle Mile,4,20,362.7
2022-08-14,Chipotle,Seattle,Final Mile,14,70,339.51
2022-08-14,Chick-Fil-A,Detroit,Final Mile,10,50,379.3
2022-08-14,Home Goods,Houston,Middle Mile,7,35,504.66
2022-08-14,Home Goods,Birmingham,Middle Mile,10,50,349.92
2022-08-14,Home Depot,San Diego,Final Mile,12,72,987.53
2022-08-14,T.J. Maxx,Seattle,Middle Mile,6,30,304.21
2022-08-14,Home Depot,Houston,Final Mile,15,75,3459.37
2022-08-14,Home Depot,Sacramento,Final Mile,10,50,2262.13
2022-08-14,Home Depot,Milwaukee,Final Mile,6,24,865.62
2022-08-14,Chipotle,Houston,Final Mile,10,50,752.91
2022-08-14,Home Goods,Miami,Middle Mile,9,36,427.94
2022-08-14,Chipotle,San Francisco,Final Mile,10,40,290.64
2022-08-14,Shein,Sacramento,Middle Mile,5,25,249.76
2022-08-14,Lowes,Milwaukee,Final Mile,2,8,240.21
2022-08-14,Lowes,Detroit,Final Mile,4,20,163.69
2022-08-14,Lowes,Sacramento,Final Mile,7,35,1439.55
2022-08-14,Shein,Houston,Middle Mile,4,20,223.3
2022-08-14,Shein,New York,Middle Mile,5,25,495.62
2022-08-14,Shein,Chicago,Middle Mile,8,40,542.15
2022-08-14,Starbucks,Houston,Middle Mile,11,66,689.32
2022-08-14,Starbucks,Chicago,Middle Mile,12,60,966.27
2022-08-14,Starbucks,Seattle,Middle Mile,12,72,1096.65
2022-08-14,Starbucks,Birmingham,Middle Mile,11,44,426.33
2022-08-14,Starbucks,Miami,Middle Mile,11,33,143.45
2022-08-14,Starbucks,Los Angeles,Middle Mile,12,60,921.05
2022-08-14,Home Depot,Tampa Bay,Final Mile,7,35,2553.81
2022-08-14,Chipotle,Milwaukee,Final Mile,7,49,691.36
2022-08-14,Costco,Nashville,First Mile,4,20,626.61
2022-08-14,Home Depot,Nashville,Final Mile,15,75,2042.86
2022-08-14,Costco,Detroit,First Mile,2,10,208.84
2022-08-14,Costco,Seattle,First Mile,4,16,344.87
2022-08-14,Amazon,Chicago,Final Mile,12,60,658.13
2022-08-14,Amazon,Atlanta,Final Mile,13,65,1463.61
2022-08-14,Amazon,San Francisco,Final Mile,8,40,200.46
2022-08-14,Amazon,San Diego,Final Mile,13,65,436.35
2022-08-14,Amazon,Houston,Final Mile,6,30,161.69
2022-08-14,Amazon,New York,Final Mile,5,25,581.31
2022-08-14,Amazon,Nashville,Final Mile,5,15,303.75
2022-08-14,Amazon,Minneapolis,Final Mile,9,54,1110.92
2022-08-14,Amazon,Dallas,Final Mile,13,65,1467.34
2022-08-14,Amazon,Sacramento,Final Mile,4,20,451.2
2022-08-14,Walmart,Milwaukee,Middle Mile,6,30,467.11
2022-08-14,Walmart,Chicago,Middle Mile,15,75,1767.03
2022-08-14,Target,Milwaukee,Middle Mile,14,112,786.9
2022-08-14,Amazon,Birmingham,Final Mile,6,24,360.28
2022-08-14,Target,Tampa Bay,Middle Mile,7,49,200.77
2022-08-14,Target,San Francisco,Middle Mile,7,35,353.74
2022-08-14,Costco,Dallas,First Mile,4,12,258.0
2022-08-14,Costco,Minneapolis,First Mile,5,25,987.33
2022-08-14,Costco,San Diego,First Mile,7,49,1086.83
2022-08-14,Costco,Sacramento,First Mile,3,15,239.91
2022-08-14,Costco,San Francisco,First Mile,3,15,533.6
2022-08-14,Costco,Birmingham,First Mile,2,8,124.93
2022-08-14,Costco,Miami,First Mile,6,30,1015.2
2022-08-14,Target,Dallas,Middle Mile,12,60,460.65
2022-08-14,Target,Los Angeles,Middle Mile,7,35,512.2
2022-08-14,Target,Chicago,Middle Mile,15,75,901.55
2022-08-14,Target,Nashville,Middle Mile,12,84,1038.01
2022-08-15,Chick-Fil-A,Tampa Bay,Final Mile,48,240,2389.49
2022-08-15,Chipotle,Detroit,Final Mile,25,125,546.64
2022-08-15,Chipotle,Seattle,Final Mile,71,355,1721.78
2022-08-15,Chick-Fil-A,San Francisco,Final Mile,22,110,1003.38
2022-08-15,Chick-Fil-A,Detroit,Final Mile,53,265,2010.31
2022-08-15,Chipotle,Dallas,Final Mile,30,180,2447.85
2022-08-15,Home Goods,Houston,Middle Mile,37,185,2667.47
2022-08-15,Home Depot,Atlanta,Final Mile,71,355,16248.76
2022-08-15,Home Goods,Chicago,Middle Mile,30,210,2752.43
2022-08-15,Home Goods,Tampa Bay,Middle Mile,32,160,1340.0
2022-08-15,Home Goods,Sacramento,Middle Mile,56,224,948.24
2022-08-15,Home Depot,Miami,Final Mile,29,145,6027.17
2022-08-15,Home Depot,Chicago,Final Mile,70,490,35762.53
2022-08-15,Chipotle,Atlanta,Final Mile,27,108,1845.78
2022-08-15,Home Goods,New York,Middle Mile,23,115,2085.51
2022-08-15,Chipotle,Miami,Final Mile,19,95,1595.94
2022-08-15,Starbucks,Minneapolis,Middle Mile,29,145,2178.37
2022-08-15,Lowes,Chicago,Final Mile,41,246,12791.36
2022-08-15,Home Depot,Sacramento,Final Mile,54,270,12215.53
2022-08-15,Starbucks,Los Angeles,Middle Mile,63,252,3868.4
2022-08-15,Starbucks,Sacramento,Middle Mile,25,75,644.68
2022-08-15,Starbucks,San Diego,Middle Mile,57,285,4997.89
2022-08-15,Starbucks,Detroit,Middle Mile,21,105,1702.09
2022-08-15,Starbucks,Birmingham,Middle Mile,58,290,2809.89
2022-08-15,Starbucks,Seattle,Middle Mile,61,305,4645.54
2022-08-15,Starbucks,Nashville,Middle Mile,57,285,4374.89
2022-08-15,Starbucks,New York,Middle Mile,46,276,1701.19
2022-08-15,Starbucks,Houston,Middle Mile,55,275,2872.17
2022-08-15,Shein,Milwaukee,Middle Mile,57,342,7892.87
2022-08-15,Shein,Dallas,Middle Mile,58,290,6067.51
2022-08-15,Shein,New York,Middle Mile,28,140,2775.45
2022-08-15,Shein,Tampa Bay,Middle Mile,56,336,7720.77
2022-08-15,Lowes,Sacramento,Final Mile,37,185,7609.03
2022-08-15,Lowes,Milwaukee,Final Mile,14,70,2101.82
2022-08-15,Home Depot,Milwaukee,Final Mile,32,192,6924.98
2022-08-15,Home Depot,San Diego,Final Mile,64,320,4389.04
2022-08-15,Amazon,San Francisco,Final Mile,44,220,1102.52
2022-08-15,Target,Milwaukee,Middle Mile,70,280,1967.25
2022-08-15,Walmart,Chicago,Middle Mile,77,385,9070.77
2022-08-15,Walmart,Milwaukee,Middle Mile,32,128,1992.99
2022-08-15,Walmart,New York,Middle Mile,57,228,1003.96
2022-08-15,Amazon,Tampa Bay,Final Mile,60,300,3345.08
2022-08-15,Amazon,Dallas,Final Mile,65,325,7336.69
2022-08-15,Amazon,Minneapolis,Final Mile,45,180,3703.06
2022-08-15,Amazon,Birmingham,Final Mile,30,150,2251.76
2022-08-15,Amazon,New York,Final Mile,26,130,3022.83
2022-08-15,Amazon,Houston,Final Mile,33,165,889.27
2022-08-15,Amazon,San Diego,Final Mile,66,330,2215.31
2022-08-15,Amazon,Los Angeles,Final Mile,50,300,5153.82
2022-08-15,Amazon,Atlanta,Final Mile,66,330,7430.63
2022-08-15,Amazon,Chicago,Final Mile,62,310,3400.36
2022-08-15,Home Depot,Tampa Bay,Final Mile,37,148,10798.98
2022-08-15,Target,Detroit,Middle Mile,56,280,1462.33
2022-08-15,Target,Tampa Bay,Middle Mile,36,180,737.52
2022-08-15,Amazon,Sacramento,Final Mile,20,80,1804.82
2022-08-15,Target,Sacramento,Middle Mile,63,315,2410.12
2022-08-15,Costco,Nashville,First Mile,23,92,2882.4
2022-08-15,Costco,Seattle,First Mile,22,110,2371.0
2022-08-15,Target,Nashville,Middle Mile,64,384,4745.18
2022-08-15,Costco,Dallas,First Mile,22,66,1419.01
2022-08-15,Costco,San Diego,First Mile,36,180,3992.43
2022-08-15,Costco,Birmingham,First Mile,11,55,858.89
2022-08-15,Costco,Chicago,First Mile,13,65,2465.87
2022-08-15,Costco,New York,First Mile,29,203,3015.68
2022-08-15,Costco,Detroit,First Mile,12,60,1253.03
2022-08-15,Costco,Sacramento,First Mile,17,85,1359.47
2022-08-15,Costco,San Francisco,First Mile,19,95,3379.48
2022-08-15,Costco,Atlanta,First Mile,36,180,6391.5
2022-08-15,Target,Los Angeles,Middle Mile,35,175,2560.98
2022-08-15,Target,Seattle,Middle Mile,42,210,5227.08
2022-08-15,Target,Chicago,Middle Mile,79,474,5697.77
2022-08-15,Costco,Los Angeles,First Mile,26,130,3006.31
2022-08-16,Home Goods,New York,Middle Mile,23,115,2085.51
2022-08-16,Home Goods,Los Angeles,Middle Mile,49,245,2481.07
2022-08-16,Home Goods,Detroit,Middle Mile,65,325,2103.53
2022-08-16,Home Goods,Sacramento,Middle Mile,56,280,1185.31
2022-08-16,T.J. Maxx,Milwaukee,Middle Mile,75,375,1485.5
2022-08-16,T.J. Maxx,Seattle,Middle Mile,30,150,1521.06
2022-08-16,Home Depot,Milwaukee,Final Mile,32,160,5770.82
2022-08-16,Home Depot,Dallas,Final Mile,63,441,8847.25
2022-08-16,Home Depot,Tampa Bay,Final Mile,37,222,16198.48
2022-08-16,Home Depot,Birmingham,Final Mile,23,115,8619.64
2022-08-16,Costco,Nashville,First Mile,23,115,3603.0
2022-08-16,Chick-Fil-A,Los Angeles,Final Mile,31,217,3252.32
2022-08-16,Home Depot,Seattle,Final Mile,23,115,3982.82
2022-08-16,Chipotle,Detroit,Final Mile,25,175,765.3
2022-08-16,Costco,New York,First Mile,29,145,2154.06
